app_name,title,version,rating,review,vote_count
Tomb of the Mask,Game,1.6,5.0,"This game is so addicting. I spent a lot of hours playing this game, and I finished it. When will you add another level?",0.0
Tomb of the Mask,Many Ads,1.6,1.0,"So many adds, And all the long ones 
Even if I don’t want a reward I have to watch at least half of an ad before I can continue to the actual game",0.0
Tomb of the Mask,"Good,but not",1.6,4.0,"Good,but not because of the ads.",0.0
Tomb of the Mask,Stage 93 is Glitched,1.6,5.0,"Fantastic game!! It’s hard to find well-designed, long lasting, and fun games for free nowadays. There’s a lot of paid games out there that can’t beat this! I’m specifically writing this review to note that there is a glitch in stage 93. My girlfriend and I have both encountered it. I thing she managed to bypass it somehow, but I haven’t figured out how yet. Basically, after going through one of the teleporting gateways, it pushes you into the wall, eventually allowing you to actually escape the map. Fun glitch, but it doesn’t actually seem easily avoidable. Maybe I’ll solve it, but the glitch still exists.
Update: I managed to get past the glitch- after replaying a few times I got it. Glitch still exists though.",0.0
Tomb of the Mask,Overall a really good game!,1.6,4.0,"This is a really good game but WAY to much ads, also the energy refill time is way to long besides that this is definitely one of my FAVORITE games!!!👍🏼👌🏻",0.0
Tomb of the Mask,Bad Game,1.6,1.0,It kept playing ads that would pause my music and seems like a low budget money grab from Playgendary over all would not recommend,0.0
Tomb of the Mask,Ads,1.6,1.0,To many freaking ads man. There’s one after every level and it makes the play experience not even worth it. Thanks,0.0
Tomb of the Mask, ,-1,2.5,.,0.0
Tomb of the Mask,This game is amazing,1.6,4.0,This game is amazing!!🤣🤣,0.0
Tomb of the Mask,Batty😎,1.6,3.0,"This game is fun and I love the old feel, but I think it could have a little less glitchy graphics and not so many adds. I get I didn’t buy the add free thing, but still at the end of every stage- it’s quite annoying.",0.0
Tomb of the Mask,Really???,1.6,1.0,$8 a week to remove ads🤬🤬..... Fun game other than that.....,0.0
Tomb of the Mask,The creator is cheap,1.6,3.0,Overall it’s a great game but since you have the ads and tried to be cheap by trying to make me pay 8. Dollars a week I think it a rip off  so pls change that,0.0
Tomb of the Mask,Big_boi,1.6,3.0,Overall good game but the energy timer resets every time I exit the app. Pls help,0.0
Tomb of the Mask,More levels,1.6,4.0,"This game is very fun, I beat all the levels each with 3 stars, please make more levels. I. Need. More. Levels.",0.0
Tomb of the Mask,Too many ads,1.6,1.0,You can’t do anything without watching an ad,0.0
Tomb of the Mask,Way to many adds,1.6,1.0,I completely understand the implementations of adds in free games but it is abused so much in this game to the point where it’s almost impossible to fully enjoy. Very disappointing I hope devs tone the adds down a bit other wise it would be an okay game.,0.0
Tomb of the Mask,It’s the best,1.6,5.0,🤬🤬🤬🤬😎😎😎😆😆😆😆😍😍😍😍,0.0
Tomb of the Mask,Love the game but....,1.6,5.0,I’ve been addicted to this game ever since i installed it and this might sound very stupid but... In stuck in level 144 and i need serious help. I literally see no way out. Can anyone help?,0.0
Tomb of the Mask,Ads,1.6,1.0,Good game. Not quite hard enough for me. Too many ads.,0.0
Tomb of the Mask,alright,1.6,3.0,"i would give it 4/5 stars if there weren’t so many advertisements.. it’s a bit ridiculous! after every stage, one pops up and won’t let me click out of it. it’s a very fun game, but it makes me not want to play it when there’s ads all the time.",0.0
Tomb of the Mask,Okay,1.6,5.0,Wish there was more variation,0.0
Tomb of the Mask,Tomb Of The Mask Is Amazingly Fabulously Awesome Game To Play!,1.6,5.0,"I Soo Way Beyond Extremely Really Very Much Love Tomb Of The Mask App Game, Because it’s Soo Way Beyond Extremely Really Very Easy To Play, And I Could Play It All The Time If I Wanted To Play It!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮🎮",0.0
Tomb of the Mask,Way to many ads,1.6,3.0,I still enjoy the game but the ads are taking 2 stars away form it. Please get rid of them. Many others agree with me. Am I right everyone?,0.0
Tomb of the Mask,Lots of adds,1.6,1.0,"The game is ok, however there are adds everywhere. I’m not just talking about the buttons to get free stuff for an add, after almost every level or failed attempt you get a 30 second add. For me constant adds is a deal breaker.",0.0
Tomb of the Mask,Too many ads,1.6,2.0,The micro transactions in this game are super expensive and there is an ad after every level... it’s just a little much.,0.0
Tomb of the Mask,Can u guys chill with the ads,1.6,1.0,The game it’s self is actually pretty entertaining however I find it really hard to get around the fact that the second you open the app you are greeted with an offer to buy some sort of subscription then once you get past that there are ad banners on the bottom of the screen and to top it all off every time you die you are forced to sit through a 30 second ad,0.0
Tomb of the Mask,Epic,1.6,5.0,Amazing😱😱😱😱😱😱😱😱😱😱,0.0
Tomb of the Mask,So. Many. Ads.,1.6,2.0,"Every single time you die, an ad is shoved down your throat. And they try to make you pay 8 dollars to go ad free.",0.0
Tomb of the Mask,Key and food great food and food 🥘 great 👍 is great 👍,1.6,5.0,Mason is great service food service is good food great great food service and service great service service food service great service and food great food and service food great 👍 was great great food 🥘 was great great for a y&hfhyfufudyfh jjdjdushdhhdgdhdydushsuiswuuauhshehrjdjdhgjfhtuufufuufufuygufuufyfufuguvhuhhhkhfha,0.0
Tomb of the Mask,Decent,1.6,3.0,There where way to many ads that it got frustrating to play.,0.0
Tomb of the Mask,Love this game,1.6,4.0,I love this game so much. It comes 2nd to Fortnite. Lol. I just wish there were more scenes. I get tired of seeing the same things. The first week I had this game within 3 days I made it to level 195. I was sad waiting for an update. Lol. Also it cost way to much. 8 a week. That’s unreasonable and greedy if you ask me.,0.0
Tomb of the Mask,One star because...,1.6,1.0,"Love the game. I hate games that get ads all over Facebook, but i have it a try and loved it. One star review, because it’s been months since new levels. I beat all of them over the course of a month and had a blast. Make more levels and I’ll change my mind. I really don’t want to delete the app. But it has nothing to offer without new level updates.",0.0
Tomb of the Mask,Yayyyy,1.6,5.0,Omg my sister was playing this and I just started I can not stop thank you,0.0
Tomb of the Mask,SCAM ALERT!!!,1.6,1.0,"I thought this game was free, but was getting charged for $7.99 weekly without my consent after I bought the $0.99 to remove adds.  Beware!",0.0
Tomb of the Mask,Amazing,1.6,5.0,I almost never write reviews only for really good apps. I just got this app but I loooove it! It is amazing,0.0
Tomb of the Mask,I love it,1.6,5.0,Amazing app,0.0
Tomb of the Mask,Good game but....,1.6,2.0,The game itself is fun but it’s super annoying after every level you have to wait like 3 minutes to get into another one due to the ads. Maybe make the ads pop up after every 3 levels. I understand money is the main purpose but it makes it almost unenjoyable for people who don’t want to spend money for an app that will be irrelevant in a couple of weeks.,0.0
Tomb of the Mask,"Great, few concerns",1.6,4.0,"The game is very fun and addictive. At first, it’s very slow at getting coins other than the wheel you receive for free every few hours. I absolutely love this game, but I have 2 “major” concerns:

1) Firstly, upon loading the game, in net with a screen talking about the weekly subscription (Unlimited energy, 400 coins per day, no ads and some masks). Sounds interesting and helpful, right? Well, they give you 3 days for free, but then it’s $7.99 per WEEK. Personally, I feel that is very expensive for a single week and I may purchase it if it does lower in price.

2) Secondly, I think it was a great option to have a “free” and “paid” option to regenerate a second life per level. I tend to go for the free option, only taking about 30 seconds and returning to the level. But, more than half of the time, the ad doesn’t even work and I’m forced to close the app, restart the level and wasting an energy. I know many will say/think “Well, it must be your internet!” when it’s not. When I do complete the level, yet another ad comes up and it perfectly shows.",0.0
Tomb of the Mask,Sup,1.6,5.0,"Fun
Ffffffffffffffffffffffffffffuuuuuuuuuuuuuuuuuuuuuuuuuuunnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!$$$$$$$$$$",0.0
Tomb of the Mask,Ads ads ads ads,1.6,4.0,There are so many and in this  game that I can’t even play the game I watch more ads then I play the game the game is very good but the ads don’t let you do anything like it ask you if you want to get a prize by watching a video I say no but when I exit out a ads pops up I do not recommend this game if you don’t want to get overflowed with ads not one bite.,0.0
Tomb of the Mask,Ads,1.6,2.0,Gameplay is fun but oh boy the ads,0.0
Tomb of the Mask,Ads After Every Level,1.6,3.0,"Fun game, but ads after every level. They take less than a minute to get through. I get they are trying to get you to buy it for 2.99 but fk that’s so annoying I don’t want to give them any money.",0.0
Tomb of the Mask,Don’t waste your time,1.6,1.0,Every time I get chased by a blade my character just stays on the wall and then I waste all my energy and they owe me 20 shields because every time u try to move and they activate ur shield and u freeze at the spikes then u lose ur shield so don’t even waste your time honestly,0.0
Tomb of the Mask,Its good... up until a point,1.6,4.0,"Look dont get me wrong this game has me addicted and ive been playing like crazy, but there are some big problems,

•Advertising- Nowadays you cant get a game without those annoying ads, but some games limit their ad use to a minimum, tomb of the mask is not one of those games. Im getting an ad after every attempt of a level no matter if i win or not, which is crazy annoying (especially when its the same ad) I would suggest doing an ad maybe only when you die in the game, or just give an ad for every 3 plays.

•Gameplay- The gameplay is fantastic for tomb of the mask until a certain point, Ive gotten to about level 43 and have been introduced to a new obstacle, an odd Chinese dragon that runs a horizontal line though the track which kills you if you touch it. The problem with this obstacle is you have to be super observant if you actually want to see this coming because the only warning is one block blinking for about 2 seconds. This has killed me so many times just because I didnt see it coming.

• In-App purchases- Ok wow, Tomb of the Mask went crazy on in app purchases. Do you want no ads? Here pay $1 so you can have your sanity. Do you want actually good upgrades for you character, here pay this subscription for a couple masks, what about the ability to not have to wait 2 and a half hours for you energy to recharge, boom subscribe to our mobile game. The in app purchases make the game so hard so enjoy. The energy system that restricts gameplay is put it for the sole fact of making you want the subscription or wanting to use all your money to refill. All you have to do is just cut the recharge time in half so the subscription still has use but doesn't punish the kids who want to save their allowance.

- AJ",0.0
Tomb of the Mask,Good but...,1.6,4.0,"I like this game. It’s addictive and challenging. But my only problem is that every time I play a level, or even do something in general, I get an ad! It’s so annoying that I could scream!",0.0
Tomb of the Mask,ا,1.6,5.0,اللعب هذي اللعبه جميل جدا وحماسيه ورائعه,0.0
Tomb of the Mask,Too many ads,1.6,3.0,"I like this game. It is okey to play, but these ads are driving me crazy. If u don’t have diamond membership, than you have to watch and wait until the X mark shows up.
As a game it is good.",0.0
Tomb of the Mask,terrible game,1.6,1.0,"the idea of the game is amazing but these ads are killing me, IT JUST FLOODS ME! it’s awful, I can’t even play a single level without a million ads, and it’s not like they’re short; they are almost a minute, minimum at 30 secs and I am not paying. DO NOT DOWNLOAD THIS!!",0.0
Tomb of the Mask,Generally a great game,1.6,4.0,"I love this game. Yes the ads are annoying but if you turn off cell data for the app and then play it off of the WiFi then there’s no issue. My only complaint is that the waiting periods are really long, but it’s a great game to pick up a few times throughout the day during work breaks or something like that.",0.0
Tomb of the Mask,Butchered by ads,1.6,3.0,"Absolutely amazing game that is filled to the brim with ads. For example if I want to continue from where I lost I have to watch an ad, if I choose not to do that I still have to watch an ad :/ it’s too much",0.0
Tomb of the Mask,"Cluttered game, unnecessary lag.",1.6,2.0,"This game is amazing. It’s fun, but if you want to rip out your hair because a game is laggy and killing you because of that, don’t play it. It’s not worth the time or money to sit here and KNOW that you swiped left or right and it sends your character down. Why give the option of watching or opting out of a chest after you lose/win a level, when you’ll throw an ad in my face anyways. Not to mention the fact that there’s an ad at the bottom, which doesn’t help how cluttered it makes the game. It lags it out so much that I’ve died more to lag than anything else, even my own fault. 

It’s not worth the frustration. I’d be willing to change my rating if the game wasn’t near impossible to play for more than the first 10 levels without problems.",0.0
Tomb of the Mask,I❤️totm,1.6,5.0,I love this game so much it’s just that I resentful upgraded it on the App Store and I cannot play it until I turn 12 because my mom put restrictions on,0.0
Tomb of the Mask,Potentially really cool,1.6,3.0,This game seems like it would be really fun and I would get addicted really quickly. But there are so many windows constantly popping up and interrupting game play that I deleted after three levels.,0.0
Tomb of the Mask,Jxbsjs,1.6,5.0,Sis bias is sisnaalbxixnaoaxbwndi is it to me a little more than a my little princess princess tand was a my day off my mind to I,0.0
Tomb of the Mask,"Good game, really enjoyed",1.6,5.0,"This is a really fun game! I enjoyed it a lot. For the most part, the levels are challenging enough and it seems to me that a lot of thought went into making the game. I only have a few things that I think could be better. First, I would love it if the energy had a larger maximum capacity or replenished faster. I would even be satisfied if I could buy upgrades like that with coins. Also, the levels are really fun and interesting, but some of the later ones just seem much shorter and easier than they should be. I just wish they’d add a little something to the post 100 levels to make them more enjoyable and less of a colorful pixelated scavenger hunt. For example, I loved that little rolling ball that follows you and I would like more of it. It’s a shame the late levels don’t have as much effort put into them as late stages in arcade. Also, there are a lot of ads but I just keep airplane mode on and disable my WiFi to get rid of them. Overall great game and I’m gonna expect a lot from new levels if they add them.",0.0
Tomb of the Mask,TOO MANY ADS!!!,1.6,1.0,"The game it self is awesome! It is really fun to play, but there are way TOO MANY ADS!! As soon as you finish a game there’s an ad, if you want a spin there’s an ad, if you want more energy there’s an ad, so personally I think you either get rid of the energy limit or put less ads in. I understand you need ads but you really don’t need thAt many like seriously it’s ridiculous, and it completely ruins the fun of the game.",0.0
Tomb of the Mask,Love the game BUT!,1.6,3.0,I  love this game I pretty much addicted BUT it has was to many ads and I wish the energy refill was a lot faster,0.0
Tomb of the Mask,Ads,1.6,5.0,This game is great but it has too many ads😡😓,0.0
Tomb of the Mask, ,-1,2.5,.,0.0
Tomb of the Mask,Beware of subscription,1.6,1.0,"My 5 year old purchased this app and it came with a free trial that auto renewed for 1 week ($8). We have a setting that doesn’t allow app purchase, but I guess the free trial is a way for them to get around that.",0.0
Tomb of the Mask,Ads everywhere!,1.6,1.0,"If you don’t pay, then you have to deal with an ad after every level. Not a fan.",0.0
Tomb of the Mask,Good but a glitch,1.6,3.0,"Great game but 3 stars because there is a problem with the movement.

If I move Up then to the Right quickly, instead of Right, I go Down immediately.",0.0
Tomb of the Mask,Just sooo many ads,1.6,3.0,"I understand a normal ad here and then but this game every time you fail the level it gives you a video ad that is 5-10 seconds long until you can skip, also when you gotta move on the game. Other than that fun app.",0.0
Tomb of the Mask,Fun game. Complete money grab.,1.6,3.0,"This game is fun. Its a lot of fun. Its like an old-school arcade game and just as addicting. I have NEVER played a game so inundated with advertisements. This game BEATS you with advertisements. And the fact that they want you to pay $8 a week to remove those advertisements is asinine and frankly, insulting. It is designed like an old-school arcade game, but the designers have 0 pride in it. They certainly did not make this game as a way to provide others with enjoyment— it is simply a money grab. You will have fun with this game. But, you will also sag your shoulders and sigh when you have watched your 4th advertisement in less than a minute.",0.0
Tomb of the Mask,Too many ads,1.6,1.0,"Can’t even replay a level without seeing an ad, it’s absolutely ridiculous",0.0
Tomb of the Mask,By the boss,1.6,4.0,I love it but I NEED more levels NOW.🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻👍🏻👍🏻👍🏻👏🏻👏🏻👏🏻👏🏻👏🏻👍🏻,0.0
Tomb of the Mask,Mal juego,1.6,1.0,"Aburrido, si no pagas o esperas una cantidad de tiempo no puedes seguir jugando y tiene mucha publicidad",0.0
Tomb of the Mask,Good game!,1.6,5.0,Great time killer!!!,0.0
Tomb of the Mask,Laughable revenue model,1.6,1.0,"Great game, but the free version bombards you with advertisements that crash the game, and in order to play without advertisements, they ask for 8 DOLLARS A WEEK. Truly a shame",0.0
Tomb of the Mask,WAY TO MANY ADS!!!!,1.6,4.0,"Every time I lose a level it plays a ad , there’s just way to many ads . Will you please fix that?! But the game is pretty cool I like it . I would definitely recommend this game though .......if u change the problem.thanks for your wonderful time !",0.0
Tomb of the Mask,Ads,1.6,1.0,Ads are rediculous,0.0
Tomb of the Mask,Over charging,1.6,1.0,This app keeps charging me and I’m not authorizing the purchase,0.0
Tomb of the Mask,The ADS,1.6,1.0,"I would have put more stars, but the ads are really annoying. First of all, they pop up EVERY time you finish something. Second of all, you can never get rid of them. Every time you press the “x”, you go to the ad’s site. Please fix this😢. Other than the ads, it’s a great game and I recommend it",0.0
Tomb of the Mask,Graet game,1.6,5.0,This is the beat mobile game i played,0.0
Tomb of the Mask,I’m sad.,1.6,3.0,Such a fun game but so. many. ads. 😞😞,0.0
Tomb of the Mask,Title,1.6,5.0,It’s a really great app,0.0
Tomb of the Mask,"Good game, but...",1.6,2.0,"... Half the time the swiping won’t respond, even though you 100% Guaranteed Swiped!

But it could be a good game.",0.0
Tomb of the Mask,How do I get my money back,1.6,1.0,I was trying the free trial out and it took my money,0.0
Tomb of the Mask,Por los anuncios 🖕,1.6,1.0,Por los anuncios 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕,0.0
Tomb of the Mask,"Good game, money hoar developers.",1.6,1.0,I liked the game the ads every 30 seconds was annoying but barable.  Really stupid that you need energy to do the levels just a stupid way for them to try and make more money deleted immediately after it said I was out of energy.,0.0
Tomb of the Mask,No,1.6,1.0,I hate you your making me buy it and I can't exit the add,0.0
Tomb of the Mask,Nice game,1.6,4.0,The only problem was that there were a bit too many ads for me. This is part of why I have not touched it for a while.,0.0
Tomb of the Mask,Love this game,1.6,5.0,Can’t stop playing this game,0.0
Tomb of the Mask,Ehhh..,1.6,2.0,"I like the game it’s great, there are just way too many adds, every time u die there’s an add, every time you open the app there’s and add, and every time you use a shield, or a revive there’s an add. I would play this more but man there are just way too many adds. I understand if there are a few, but this game just has too many.",0.0
Tomb of the Mask,Love it,1.6,5.0,It reminds me of the old school arcade games,0.0
Tomb of the Mask,I hate this game,1.6,1.0,I hate this game so much,0.0
Tomb of the Mask,Smh,1.6,1.0,Ads really money hungry,0.0
Tomb of the Mask,Grtrkiller,1.6,5.0,"Soo fun.
 and easy.",0.0
Tomb of the Mask,Disappointed,1.6,1.0,"Game is cool, but the ads are ridiculous.  I purchased the ad free version, but unfortunately it didn’t work and I am still seeing ads after every level.  If they fix this issue I would definitely give the app a higher rating.  The ads are so intrusive that it ruins the game.  Plus, I feel like I just got scammed with the ad free purchase.",0.0
Tomb of the Mask,Leonidas,1.6,5.0,Nidas,0.0
Tomb of the Mask,Great,1.6,4.0,The live system turned me away though,0.0
Tomb of the Mask,Terrible,1.6,1.0,Booby Buttface! I hate this game so much!🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,0.0
Tomb of the Mask,I ᒪOᐯE TᕼIᔕ GᗩᗰE ᗷᑌT.....,1.6,4.0,I ᗯIᔕᕼ YOᑌ ᑕᗩᑎ ᗩᗪᗪ ᗰOTE ᗰᗩᔕKᔕ ᗷᑌT ᑎOT ᗰEᗰᗷEᖇᔕᕼIᑭ ᗯᕼEᖇE YOᑌ ᕼᗩᐯE TO ᑭᗩY 8$ ᑭᒪEᗩᔕE ᗩᑎᗪ ᑕᗩᑎ YOᑌ ᑎOT ᑭᒪᗩY TᕼᗩT ᗰᑌᑕᕼ ᗩᗪᔕ EᐯEᖇY 10 ᔕEᑕOᑎᗪᔕ ᑭᒪEᗩᔕE? TᕼᗩᑎK YOᑌ,0.0
Tomb of the Mask,Nice game,1.6,5.0,Try it !!,0.0
Tomb of the Mask,SAVE DOWNLOAD 8 DLLS A WEEK,1.6,1.0,Really? Did you guys played the game? Is a .99 or 1.99 app purchase... goodbye,0.0
Tomb of the Mask,you cant enjoy this game without being broke,1.6,1.0,there’s an ad every round and you can only play 5 rounds or else you need to watch another ad and to avoid it all you need to may 8 dollars a week?,0.0
